venta_id,fecha,hora,cliente_id,producto,categoria,cantidad,precio_unitario,subtotal,metodo_pago,empleado,sucursal,dia_semana
629,2026-02-23,10:16,1069,Pan Integral,Pan,4,2.09,8.36,Tarjeta,Carlos,Sur,Viernes
630,2026-03-11,12:46,1582,Queque Vainilla,Pasteles,1,9.61,9.61,SINPE,Ana,Centro,Martes
631,2026-04-16,18:02,1661,Queque Vainilla,Pasteles,6,10.42,62.52,Efectivo,María,Centro,Sábado
632,2026-04-24,06:53,1533,Empanada Queso,Salado,6,2.29,13.74,Tarjeta,Sofía,Sur,Sábado
633,2026-06-11,18:58,1362,Queque Vainilla,Pasteles,1,9.71,9.71,Efectivo,Luis,Norte,Domingo
634,2026-06-18,19:10,1584,Pan Francés,Pan,6,0.47,2.82,SINPE,María,Centro,Viernes
635,2026-03-23,06:17,1423,Baguette,Pan,5,1.84,9.2,Efectivo,María,Centro,Miércoles
636,2026-03-06,07:23,1038,Empanada Queso,Salado,5,2.23,11.15,Efectivo,Ana,Norte,Viernes
637,2026-02-07,11:59,1495,Pan Francés,Pan,8,0.47,3.76,SINPE,Sofía,Norte,Domingo
638,2026-01-27,14:43,1135,Queque Vainilla,Pasteles,3,10.27,30.81,Efectivo,José,Centro,Jueves
639,2026-01-22,19:38,1089,Empanada Pollo,Salado,2,2.38,4.76,Tarjeta,María,Centro,Lunes
640,2026-03-21,20:13,1328,Café,Bebidas,5,1.9,9.5,Efectivo,Luis,Norte,Miércoles
641,2026-06-04,10:09,1161,Café,Bebidas,6,2.05,12.3,Tarjeta,Ana,Centro,Viernes
642,2026-03-18,11:17,1144,Café,Bebidas,2,1.94,3.88,SINPE,Carlos,Sur,Martes
643,2026-03-18,13:03,1133,Croissant,Repostería,2,1.47,2.94,Efectivo,María,Sur,Lunes
644,2026-04-13,08:45,1610,Baguette,Pan,7,1.72,12.04,SINPE,José,Sur,Sábado
645,2026-02-23,18:42,1546,Empanada Queso,Salado,6,2.26,13.56,Efectivo,María,Sur,Martes
646,2026-03-22,16:45,1784,Baguette,Pan,8,1.73,13.84,Tarjeta,María,Centro,Martes
647,2026-04-06,17:58,1681,Croissant,Repostería,5,1.56,7.8,Tarjeta,Carlos,Norte,Jueves
648,2026-03-16,13:54,1174,Pan Francés,Pan,2,0.45,0.9,Tarjeta,Carlos,Sur,Viernes
649,2026-06-26,07:20,1569,Croissant,Repostería,2,1.49,2.98,SINPE,Ana,Norte,Viernes
650,2026-02-20,09:35,1162,Empanada Queso,Salado,7,2.32,16.24,Tarjeta,María,Centro,Miércoles
651,2026-04-19,18:21,1557,Dona,Repostería,7,1.23,8.61,SINPE,Luis,Centro,Sábado
652,2026-06-19,19:31,1117,Jugo Natural,Bebidas,2,2.87,5.74,SINPE,Sofía,Norte,Miércoles
653,2026-02-10,12:04,1612,Café,Bebidas,2,2.06,4.12,Efectivo,José,Sur,Domingo
654,2026-06-22,06:05,1222,Pan Dulce,Pan,7,1.08,7.56,Efectivo,Sofía,Sur,Domingo
655,2026-04-18,10:24,1630,Pan Francés,Pan,3,0.46,1.38,SINPE,María,Centro,Martes
656,2026-06-10,20:59,1445,Jugo Natural,Bebidas,6,2.74,16.44,SINPE,Carlos,Centro,Viernes
657,2026-03-02,11:57,1562,Pan Francés,Pan,7,0.47,3.29,Efectivo,Ana,Sur,Viernes
658,2026-03-28,06:15,1442,Pan Dulce,Pan,6,1.06,6.36,SINPE,Sofía,Norte,Sábado
659,2026-04-18,09:42,1177,Queque Vainilla,Pasteles,7,9.91,69.37,Tarjeta,Luis,Centro,Viernes
660,2026-02-10,19:42,1128,Empanada Pollo,Salado,6,2.58,15.48,Efectivo,Ana,Centro,Sábado
661,2026-04-22,12:08,1086,Pan Francés,Pan,3,0.46,1.38,Efectivo,José,Norte,Domingo
662,2026-04-17,12:35,1460,Empanada Queso,Salado,7,2.33,16.31,Tarjeta,Carlos,Centro,Martes
663,2026-06-08,17:32,1275,Empanada Pollo,Salado,1,2.52,2.52,Tarjeta,Sofía,Sur,Miércoles
664,2026-06-12,07:37,1493,Pan Francés,Pan,1,0.45,0.45,SINPE,Ana,Centro,Sábado
665,2026-01-17,20:39,1090,Galletas,Repostería,5,3.49,17.45,Efectivo,María,Sur,Sábado
666,2026-05-26,15:19,1627,Jugo Natural,Bebidas,2,2.85,5.7,Efectivo,Carlos,Sur,Domingo
667,2026-04-19,17:21,1431,Pan Francés,Pan,8,0.45,3.6,Tarjeta,Carlos,Norte,Martes
668,2026-05-09,06:40,1484,Pan Francés,Pan,5,0.46,2.3,SINPE,Luis,Sur,Lunes
669,2026-05-01,10:31,1084,Jugo Natural,Bebidas,5,2.89,14.45,Efectivo,Sofía,Centro,Domingo
670,2026-05-09,10:54,1263,Pan Integral,Pan,5,2.15,10.75,Efectivo,José,Centro,Viernes
671,2026-03-26,08:16,1717,Croissant,Repostería,3,1.52,4.56,Efectivo,María,Centro,Domingo
672,2026-01-05,15:59,1157,Café,Bebidas,1,1.97,1.97,Tarjeta,María,Norte,Martes
673,2026-02-07,15:46,1353,Jugo Natural,Bebidas,8,2.86,22.88,Efectivo,José,Norte,Domingo
674,2026-04-13,13:19,1487,Pan Dulce,Pan,2,1.05,2.1,SINPE,Sofía,Centro,Jueves
675,2026-02-17,19:27,1012,Jugo Natural,Bebidas,7,2.79,19.53,Tarjeta,María,Norte,Sábado
676,2026-05-21,11:54,1442,Queque Vainilla,Pasteles,1,9.6,9.6,SINPE,José,Norte,Miércoles
677,2026-03-21,15:25,1472,Queque Chocolate,Pasteles,5,12.36,61.8,SINPE,José,Centro,Sábado
678,2026-06-23,08:20,1560,Jugo Natural,Bebidas,4,2.81,11.24,Efectivo,José,Centro,Domingo
679,2026-05-04,16:28,1359,Baguette,Pan,1,1.78,1.78,Efectivo,José,Norte,Miércoles
680,2026-01-02,15:42,1222,Dona,Repostería,1,1.14,1.14,SINPE,José,Centro,Sábado
681,2026-02-13,16:48,1663,Baguette,Pan,2,1.86,3.72,SINPE,Luis,Centro,Sábado
682,2026-06-03,16:29,1283,Croissant,Repostería,5,1.47,7.35,Tarjeta,José,Sur,Domingo
683,2026-01-09,18:03,1391,Pan Integral,Pan,6,2.15,12.9,Tarjeta,Carlos,Centro,Miércoles
684,2026-01-16,20:12,1624,Pan Dulce,Pan,5,1.06,5.3,Tarjeta,Luis,Sur,Jueves
685,2026-04-07,15:41,1108,Baguette,Pan,3,1.81,5.43,Tarjeta,José,Norte,Lunes
686,2026-06-09,18:28,1019,Pan Francés,Pan,2,0.43,0.86,Tarjeta,Luis,Sur,Sábado
687,2026-03-05,17:21,1400,Pan Francés,Pan,1,0.46,0.46,SINPE,Ana,Sur,Sábado
688,2026-04-28,17:49,1071,Pan Integral,Pan,8,2.2,17.6,SINPE,Luis,Centro,Jueves
689,2026-05-12,11:43,1310,Galletas,Repostería,8,3.37,26.96,Tarjeta,Ana,Sur,Sábado
690,2026-03-03,19:29,1778,Baguette,Pan,6,1.81,10.86,Tarjeta,José,Centro,Martes
691,2026-06-07,10:44,1399,Café,Bebidas,1,2.09,2.09,Efectivo,José,Sur,Miércoles
692,2026-04-24,09:08,1036,Empanada Queso,Salado,2,2.39,4.78,Efectivo,Ana,Sur,Viernes
693,2026-05-21,10:31,1546,Dona,Repostería,8,1.19,9.52,Tarjeta,Ana,Centro,Miércoles
694,2026-01-13,07:13,1669,Pan Francés,Pan,6,0.46,2.76,SINPE,Sofía,Norte,Sábado
695,2026-02-03,06:47,1144,Pan Dulce,Pan,3,1.13,3.39,Tarjeta,José,Centro,Jueves
696,2026-06-05,06:11,1647,Muffin,Repostería,1,2.34,2.34,Efectivo,Carlos,Centro,Jueves
697,2026-01-27,19:06,1116,Capuchino,Bebidas,3,3.31,9.93,Tarjeta,Sofía,Sur,Martes
698,2026-06-22,12:20,1123,Baguette,Pan,4,1.79,7.16,SINPE,Sofía,Sur,Martes
699,2026-05-06,11:04,1123,Queque Vainilla,Pasteles,4,10.26,41.04,Tarjeta,Luis,Norte,Martes
700,2026-04-08,20:37,1041,Galletas,Repostería,6,3.52,21.12,Efectivo,Ana,Sur,Viernes
701,2026-04-03,06:00,1183,Empanada Pollo,Salado,3,2.38,7.14,Efectivo,José,Sur,Viernes
702,2026-04-23,08:13,1146,Muffin,Repostería,5,2.38,11.9,SINPE,Carlos,Sur,Jueves
703,2026-05-23,06:38,1184,Empanada Pollo,Salado,4,2.61,10.44,SINPE,María,Sur,Lunes
704,2026-01-18,09:12,1120,Jugo Natural,Bebidas,5,2.76,13.8,SINPE,Ana,Sur,Miércoles
705,2026-06-22,09:17,1054,Pan Dulce,Pan,4,1.1,4.4,Efectivo,Ana,Centro,Sábado
706,2026-02-22,20:02,1055,Pan Dulce,Pan,8,1.1,8.8,SINPE,Carlos,Norte,Martes
707,2026-04-02,07:47,1053,Empanada Pollo,Salado,5,2.46,12.3,SINPE,Luis,Centro,Domingo
708,2026-01-08,17:28,1606,Pan Francés,Pan,8,0.45,3.6,SINPE,Carlos,Norte,Martes
709,2026-01-11,09:06,1242,Galletas,Repostería,6,3.41,20.46,SINPE,María,Centro,Jueves
710,2026-05-16,06:56,1446,Muffin,Repostería,4,2.3,9.2,Efectivo,Luis,Sur,Jueves
711,2026-04-24,09:40,1367,Croissant,Repostería,7,1.48,10.36,Tarjeta,Luis,Norte,Martes
712,2026-01-28,13:29,1428,Pan Francés,Pan,1,0.44,0.44,Efectivo,Carlos,Centro,Miércoles
713,2026-06-20,20:10,1591,Capuchino,Bebidas,3,3.29,9.87,SINPE,Luis,Centro,Jueves
714,2026-02-19,13:53,1473,Pan Dulce,Pan,8,1.14,9.12,Tarjeta,Ana,Sur,Jueves
715,2026-04-19,09:57,1605,Galletas,Repostería,4,3.41,13.64,Efectivo,Sofía,Centro,Jueves
716,2026-06-25,14:02,1435,Pan Francés,Pan,1,0.47,0.47,SINPE,María,Norte,Domingo
717,2026-02-03,14:48,1012,Pan Integral,Pan,2,2.19,4.38,SINPE,José,Norte,Martes
718,2026-06-03,06:30,1685,Croissant,Repostería,6,1.47,8.82,Tarjeta,Luis,Sur,Jueves
719,2026-04-25,08:55,1720,Pan Dulce,Pan,1,1.15,1.15,Tarjeta,Luis,Norte,Sábado
720,2026-01-13,20:44,1340,Empanada Queso,Salado,1,2.38,2.38,SINPE,Ana,Norte,Jueves
721,2026-05-18,15:50,1212,Pan Integral,Pan,5,2.24,11.2,SINPE,Ana,Sur,Miércoles
722,2026-06-12,20:03,1113,Galletas,Repostería,1,3.51,3.51,Tarjeta,Carlos,Norte,Viernes
723,2026-06-18,17:04,1574,Pan Francés,Pan,6,0.44,2.64,SINPE,Luis,Centro,Miércoles
724,2026-06-25,15:55,1719,Dona,Repostería,2,1.22,2.44,Efectivo,José,Centro,Miércoles
725,2026-04-09,06:04,1381,Queque Vainilla,Pasteles,5,10.0,50.0,Tarjeta,María,Norte,Viernes
726,2026-05-22,19:34,1299,Café,Bebidas,2,1.99,3.98,Tarjeta,Sofía,Norte,Domingo
727,2026-04-03,07:25,1183,Jugo Natural,Bebidas,2,2.71,5.42,Tarjeta,Ana,Centro,Martes
728,2026-04-05,19:13,1533,Queque Chocolate,Pasteles,2,12.24,24.48,SINPE,Ana,Norte,Jueves
729,2026-04-15,17:41,1021,Jugo Natural,Bebidas,3,2.79,8.37,Tarjeta,Luis,Centro,Lunes
730,2026-05-21,11:26,1592,Pan Dulce,Pan,4,1.14,4.56,Tarjeta,José,Sur,Domingo
731,2026-06-17,19:35,1455,Queque Vainilla,Pasteles,8,10.09,80.72,Tarjeta,Carlos,Sur,Martes
732,2026-03-08,13:23,1295,Muffin,Repostería,5,2.32,11.6,Efectivo,Luis,Norte,Miércoles
733,2026-02-23,14:18,1186,Empanada Queso,Salado,3,2.33,6.99,Efectivo,José,Sur,Sábado
734,2026-01-02,11:36,1129,Pan Integral,Pan,3,2.13,6.39,Tarjeta,Carlos,Norte,Martes
735,2026-03-05,11:28,1552,Dona,Repostería,1,1.22,1.22,Efectivo,Sofía,Norte,Lunes
736,2026-04-25,08:29,1327,Muffin,Repostería,1,2.38,2.38,Efectivo,Ana,Sur,Viernes
737,2026-03-16,20:18,1772,Café,Bebidas,6,2.03,12.18,SINPE,José,Centro,Domingo
738,2026-01-24,13:57,1041,Capuchino,Bebidas,8,3.15,25.2,Efectivo,José,Sur,Lunes
739,2026-02-15,11:05,1334,Queque Chocolate,Pasteles,1,11.88,11.88,Efectivo,Sofía,Sur,Martes
740,2026-03-07,06:05,1551,Capuchino,Bebidas,4,3.29,13.16,Tarjeta,José,Sur,Lunes
741,2026-03-20,15:32,1057,Café,Bebidas,7,1.94,13.58,SINPE,Carlos,Norte,Martes
742,2026-03-01,10:22,1359,Galletas,Repostería,7,3.45,24.15,Tarjeta,María,Sur,Lunes
743,2026-04-26,13:18,1167,Dona,Repostería,8,1.23,9.84,SINPE,María,Sur,Jueves
744,2026-03-16,19:33,1343,Croissant,Repostería,2,1.45,2.9,Efectivo,Sofía,Norte,Lunes
745,2026-03-14,08:35,1473,Pan Francés,Pan,7,0.46,3.22,SINPE,Sofía,Centro,Martes
746,2026-04-02,19:52,1309,Croissant,Repostería,7,1.47,10.29,SINPE,Carlos,Norte,Viernes
747,2026-01-05,10:19,1655,Galletas,Repostería,8,3.4,27.2,SINPE,María,Centro,Sábado
748,2026-04-23,16:15,1029,Jugo Natural,Bebidas,5,2.78,13.9,Efectivo,Carlos,Norte,Lunes
749,2026-05-14,19:16,1643,Capuchino,Bebidas,6,3.23,19.38,SINPE,María,Sur,Domingo
750,2026-05-01,19:16,1166,Baguette,Pan,6,1.8,10.8,SINPE,Ana,Centro,Miércoles
751,2026-01-09,11:26,1651,Empanada Queso,Salado,3,2.27,6.81,Tarjeta,Ana,Norte,Miércoles
752,2026-06-06,18:06,1613,Café,Bebidas,2,2.0,4.0,Efectivo,Sofía,Norte,Domingo
753,2026-06-23,11:06,1547,Queque Vainilla,Pasteles,5,9.77,48.85,SINPE,Carlos,Centro,Lunes
754,2026-04-14,11:58,1166,Croissant,Repostería,5,1.48,7.4,Efectivo,Luis,Centro,Viernes
755,2026-05-20,17:53,1538,Dona,Repostería,4,1.24,4.96,SINPE,José,Sur,Sábado
756,2026-01-04,19:08,1017,Pan Integral,Pan,2,2.18,4.36,Tarjeta,Carlos,Norte,Sábado
757,2026-05-17,18:21,1176,Queque Vainilla,Pasteles,3,10.32,30.96,SINPE,Carlos,Centro,Sábado
758,2026-06-05,17:14,1314,Pan Dulce,Pan,2,1.07,2.14,Efectivo,Luis,Centro,Lunes
759,2026-04-25,12:02,1201,Empanada Pollo,Salado,2,2.39,4.78,Efectivo,Ana,Sur,Viernes
760,2026-03-02,07:19,1683,Capuchino,Bebidas,1,3.19,3.19,Efectivo,Ana,Centro,Viernes
761,2026-03-01,07:09,1764,Dona,Repostería,4,1.16,4.64,Tarjeta,Sofía,Norte,Miércoles
762,2026-01-04,19:37,1781,Croissant,Repostería,4,1.5,6.0,Efectivo,Sofía,Centro,Sábado
763,2026-05-01,17:06,1219,Dona,Repostería,5,1.16,5.8,SINPE,José,Norte,Miércoles
764,2026-01-06,19:22,1388,Galletas,Repostería,3,3.48,10.44,Tarjeta,Luis,Sur,Martes
765,2026-03-04,13:07,1532,Empanada Pollo,Salado,2,2.57,5.14,Efectivo,María,Norte,Sábado
766,2026-04-04,12:18,1467,Queque Chocolate,Pasteles,1,11.5,11.5,SINPE,José,Norte,Sábado
767,2026-04-10,19:27,1193,Pan Dulce,Pan,8,1.07,8.56,Efectivo,María,Sur,Miércoles
768,2026-04-22,07:25,1448,Croissant,Repostería,1,1.57,1.57,SINPE,José,Sur,Lunes
769,2026-06-19,07:47,1172,Baguette,Pan,3,1.78,5.34,Efectivo,Carlos,Centro,Miércoles
770,2026-04-24,13:17,1783,Dona,Repostería,7,1.15,8.05,SINPE,Sofía,Sur,Miércoles
771,2026-06-20,12:31,1523,Pan Integral,Pan,7,2.17,15.19,Tarjeta,Luis,Norte,Lunes
772,2026-02-21,08:01,1101,Baguette,Pan,5,1.8,9.0,SINPE,Ana,Centro,Jueves
773,2026-04-20,16:20,1156,Jugo Natural,Bebidas,1,2.93,2.93,Tarjeta,Sofía,Sur,Lunes
774,2026-05-25,13:50,1477,Pan Integral,Pan,2,2.24,4.48,Efectivo,Carlos,Sur,Jueves
775,2026-05-18,06:48,1032,Empanada Queso,Salado,5,2.31,11.55,Tarjeta,Ana,Norte,Jueves
776,2026-01-02,08:35,1675,Queque Vainilla,Pasteles,7,9.94,69.58,Tarjeta,José,Centro,Jueves
777,2026-04-16,18:07,1582,Empanada Pollo,Salado,3,2.45,7.35,SINPE,María,Sur,Viernes
778,2026-02-17,06:25,1269,Jugo Natural,Bebidas,8,2.79,22.32,Tarjeta,Sofía,Norte,Viernes
779,2026-03-11,06:01,1604,Jugo Natural,Bebidas,6,2.87,17.22,Efectivo,Luis,Norte,Miércoles
780,2026-06-11,12:06,1438,Pan Integral,Pan,1,2.26,2.26,Tarjeta,Carlos,Norte,Miércoles
781,2026-06-10,15:05,1704,Pan Francés,Pan,4,0.44,1.76,Efectivo,Carlos,Centro,Miércoles
782,2026-01-15,16:55,1432,Croissant,Repostería,1,1.51,1.51,SINPE,Sofía,Norte,Miércoles
783,2026-03-13,15:24,1330,Pan Francés,Pan,8,0.45,3.6,SINPE,Ana,Norte,Lunes
784,2026-05-26,18:42,1347,Galletas,Repostería,4,3.44,13.76,Efectivo,Sofía,Norte,Miércoles
785,2026-01-27,19:34,1219,Empanada Pollo,Salado,4,2.5,10.0,Tarjeta,Carlos,Centro,Miércoles
786,2026-05-24,07:45,1592,Capuchino,Bebidas,7,3.3,23.1,Efectivo,Sofía,Norte,Miércoles
787,2026-03-26,07:41,1309,Baguette,Pan,8,1.79,14.32,SINPE,Carlos,Norte,Sábado
788,2026-04-09,15:32,1464,Café,Bebidas,6,1.94,11.64,SINPE,Sofía,Centro,Lunes
789,2026-02-22,19:47,1478,Jugo Natural,Bebidas,3,2.82,8.46,Tarjeta,José,Sur,Domingo
790,2026-06-21,06:33,1205,Capuchino,Bebidas,7,3.34,23.38,Tarjeta,María,Centro,Martes
791,2026-04-11,19:53,1065,Croissant,Repostería,5,1.55,7.75,SINPE,Luis,Norte,Miércoles
792,2026-03-22,15:15,1415,Pan Dulce,Pan,5,1.12,5.6,Efectivo,Ana,Centro,Martes
793,2026-03-15,13:35,1446,Pan Francés,Pan,4,0.46,1.84,Tarjeta,José,Centro,Martes
794,2026-03-26,18:17,1674,Croissant,Repostería,5,1.45,7.25,SINPE,Luis,Sur,Domingo
795,2026-01-28,20:05,1321,Pan Francés,Pan,8,0.46,3.68,SINPE,Carlos,Centro,Jueves
796,2026-01-13,19:46,1143,Muffin,Repostería,6,2.44,14.64,Efectivo,Ana,Sur,Sábado
797,2026-05-25,20:33,1257,Café,Bebidas,2,2.0,4.0,Tarjeta,Ana,Centro,Viernes
798,2026-05-24,12:51,1766,Baguette,Pan,6,1.77,10.62,SINPE,Luis,Norte,Martes
799,2026-03-15,12:16,1603,Croissant,Repostería,2,1.45,2.9,Efectivo,María,Sur,Miércoles
800,2026-04-16,16:15,1284,Galletas,Repostería,2,3.44,6.88,Efectivo,Carlos,Norte,Sábado
801,2026-05-02,19:47,1678,Queque Vainilla,Pasteles,5,9.52,47.6,Efectivo,José,Sur,Martes
802,2026-06-12,20:51,1701,Queque Chocolate,Pasteles,7,11.77,82.39,Efectivo,Sofía,Centro,Domingo
803,2026-04-09,10:05,1774,Empanada Queso,Salado,7,2.19,15.33,Efectivo,Carlos,Centro,Domingo
804,2026-06-11,20:51,1785,Muffin,Repostería,3,2.5,7.5,SINPE,María,Centro,Miércoles
805,2026-04-16,17:26,1340,Pan Dulce,Pan,2,1.14,2.28,SINPE,María,Centro,Domingo
806,2026-03-14,15:46,1560,Croissant,Repostería,5,1.5,7.5,SINPE,Carlos,Norte,Sábado
807,2026-02-21,13:50,1656,Pan Francés,Pan,1,0.46,0.46,Efectivo,Ana,Norte,Martes
808,2026-01-04,08:15,1528,Jugo Natural,Bebidas,5,2.75,13.75,SINPE,José,Centro,Domingo
809,2026-03-15,13:55,1752,Capuchino,Bebidas,7,3.29,23.03,Efectivo,Carlos,Centro,Sábado
810,2026-02-03,12:23,1186,Capuchino,Bebidas,6,3.3,19.8,Tarjeta,María,Sur,Martes
811,2026-06-20,16:14,1091,Pan Francés,Pan,1,0.47,0.47,Tarjeta,Luis,Norte,Sábado
812,2026-05-14,15:16,1152,Pan Dulce,Pan,3,1.05,3.15,Efectivo,Carlos,Centro,Viernes
813,2026-04-25,20:59,1464,Baguette,Pan,1,1.84,1.84,SINPE,María,Centro,Martes
814,2026-03-10,17:31,1391,Galletas,Repostería,4,3.39,13.56,Efectivo,María,Centro,Viernes
815,2026-02-14,08:26,1149,Dona,Repostería,5,1.23,6.15,Efectivo,Carlos,Norte,Martes
816,2026-03-19,16:41,1469,Capuchino,Bebidas,8,3.33,26.64,Efectivo,Ana,Norte,Martes
817,2026-04-22,09:45,1392,Pan Dulce,Pan,6,1.15,6.9,SINPE,María,Sur,Viernes
818,2026-01-02,11:59,1240,Queque Chocolate,Pasteles,2,11.51,23.02,Tarjeta,Carlos,Sur,Sábado
819,2026-05-20,12:19,1404,Pan Integral,Pan,1,2.09,2.09,SINPE,Carlos,Centro,Viernes
820,2026-05-16,20:21,1479,Pan Francés,Pan,3,0.44,1.32,Efectivo,Ana,Norte,Sábado
821,2026-01-11,06:08,1511,Café,Bebidas,7,1.93,13.51,Tarjeta,José,Norte,Jueves
822,2026-03-17,11:27,1168,Queque Chocolate,Pasteles,5,12.14,60.7,Tarjeta,José,Norte,Domingo
823,2026-02-02,09:11,1036,Croissant,Repostería,8,1.43,11.44,Tarjeta,Carlos,Centro,Sábado
824,2026-04-02,13:22,1726,Empanada Queso,Salado,7,2.21,15.47,SINPE,María,Norte,Jueves
825,2026-01-07,19:18,1184,Baguette,Pan,3,1.73,5.19,Efectivo,José,Sur,Domingo
826,2026-01-17,18:36,1184,Queque Chocolate,Pasteles,4,12.1,48.4,Tarjeta,Ana,Centro,Domingo
827,2026-01-10,16:43,1124,Empanada Queso,Salado,2,2.39,4.78,Tarjeta,Carlos,Sur,Lunes
828,2026-01-15,19:45,1675,Pan Dulce,Pan,6,1.06,6.36,Tarjeta,María,Sur,Miércoles
829,2026-01-21,15:28,1332,Capuchino,Bebidas,1,3.15,3.15,SINPE,José,Sur,Martes
830,2026-03-11,18:03,1761,Dona,Repostería,1,1.24,1.24,Efectivo,Sofía,Sur,Jueves
831,2026-02-25,19:25,1091,Baguette,Pan,7,1.76,12.32,Efectivo,Luis,Centro,Jueves
832,2026-06-05,07:19,1502,Pan Integral,Pan,7,2.15,15.05,Tarjeta,José,Norte,Sábado
833,2026-01-27,11:32,1204,Capuchino,Bebidas,3,3.15,9.45,Tarjeta,María,Norte,Jueves
834,2026-04-26,11:39,1190,Queque Chocolate,Pasteles,7,11.51,80.57,Tarjeta,José,Norte,Lunes
835,2026-06-08,16:43,1730,Pan Francés,Pan,6,0.47,2.82,Efectivo,María,Sur,Sábado
836,2026-04-03,20:51,1489,Jugo Natural,Bebidas,2,2.74,5.48,Tarjeta,Luis,Centro,Sábado
837,2026-05-14,10:36,1048,Muffin,Repostería,5,2.48,12.4,SINPE,Ana,Centro,Viernes
838,2026-04-22,17:36,1259,Baguette,Pan,7,1.78,12.46,Tarjeta,Carlos,Sur,Lunes
839,2026-06-15,08:50,1186,Pan Integral,Pan,1,2.12,2.12,Tarjeta,Ana,Centro,Jueves
840,2026-06-15,18:42,1460,Muffin,Repostería,5,2.36,11.8,SINPE,Carlos,Norte,Domingo
841,2026-01-24,15:16,1689,Pan Integral,Pan,3,2.14,6.42,Efectivo,María,Sur,Lunes
842,2026-02-21,13:29,1708,Pan Francés,Pan,7,0.43,3.01,Tarjeta,José,Sur,Viernes
843,2026-05-12,17:43,1706,Galletas,Repostería,8,3.43,27.44,SINPE,María,Norte,Lunes
844,2026-01-27,06:44,1192,Croissant,Repostería,3,1.43,4.29,Efectivo,Luis,Norte,Sábado
845,2026-06-28,18:34,1195,Croissant,Repostería,4,1.49,5.96,Efectivo,Carlos,Norte,Martes
846,2026-02-05,17:44,1455,Empanada Queso,Salado,7,2.19,15.33,Tarjeta,María,Centro,Domingo
847,2026-05-27,19:25,1052,Empanada Queso,Salado,4,2.23,8.92,Tarjeta,Ana,Centro,Sábado
848,2026-04-24,15:38,1748,Pan Dulce,Pan,7,1.15,8.05,SINPE,Carlos,Centro,Jueves
849,2026-06-20,20:43,1499,Empanada Pollo,Salado,8,2.5,20.0,Efectivo,José,Centro,Viernes
850,2026-05-03,10:57,1663,Pan Francés,Pan,7,0.45,3.15,Tarjeta,María,Centro,Jueves
851,2026-04-01,08:18,1743,Capuchino,Bebidas,6,3.18,19.08,Efectivo,María,Norte,Jueves
852,2026-06-11,20:38,1732,Dona,Repostería,4,1.21,4.84,SINPE,María,Centro,Miércoles
853,2026-06-21,17:23,1483,Galletas,Repostería,7,3.66,25.62,Efectivo,Sofía,Centro,Miércoles
854,2026-02-06,09:10,1620,Galletas,Repostería,2,3.56,7.12,Tarjeta,Ana,Norte,Jueves
855,2026-01-01,11:56,1267,Queque Chocolate,Pasteles,4,11.65,46.6,Tarjeta,José,Centro,Martes
856,2026-03-14,07:39,1232,Pan Dulce,Pan,1,1.13,1.13,Efectivo,Sofía,Centro,Jueves
857,2026-01-25,20:35,1273,Queque Chocolate,Pasteles,6,12.34,74.04,Efectivo,José,Sur,Viernes
858,2026-04-26,13:53,1773,Jugo Natural,Bebidas,2,2.86,5.72,Efectivo,Ana,Sur,Viernes
859,2026-01-17,07:10,1645,Pan Integral,Pan,2,2.27,4.54,Efectivo,Luis,Norte,Martes
860,2026-05-16,17:55,1101,Galletas,Repostería,5,3.57,17.85,Efectivo,José,Norte,Miércoles
861,2026-02-15,12:49,1787,Pan Dulce,Pan,3,1.06,3.18,Efectivo,Luis,Norte,Miércoles
862,2026-03-23,18:26,1369,Queque Chocolate,Pasteles,3,11.5,34.5,SINPE,José,Centro,Martes
863,2026-02-26,12:26,1419,Pan Integral,Pan,7,2.26,15.82,Tarjeta,Sofía,Sur,Miércoles
864,2026-01-23,18:33,1071,Pan Francés,Pan,8,0.43,3.44,Efectivo,Carlos,Norte,Jueves
865,2026-04-25,06:42,1656,Pan Integral,Pan,3,2.19,6.57,Efectivo,Sofía,Centro,Sábado
866,2026-06-23,14:55,1311,Galletas,Repostería,5,3.47,17.35,SINPE,José,Norte,Miércoles
867,2026-05-05,17:25,1456,Pan Francés,Pan,5,0.47,2.35,SINPE,Luis,Sur,Viernes
868,2026-06-13,18:12,1308,Pan Integral,Pan,8,2.24,17.92,Efectivo,Ana,Sur,Miércoles
869,2026-05-10,09:05,1523,Empanada Pollo,Salado,3,2.51,7.53,SINPE,Carlos,Sur,Miércoles
870,2026-05-19,10:15,1792,Pan Integral,Pan,3,2.1,6.3,Tarjeta,José,Norte,Viernes
871,2026-03-21,14:22,1126,Baguette,Pan,1,1.86,1.86,Efectivo,José,Centro,Jueves
872,2026-02-26,17:37,1579,Queque Chocolate,Pasteles,1,11.94,11.94,SINPE,José,Sur,Viernes
873,2026-03-22,18:52,1732,Pan Dulce,Pan,4,1.08,4.32,SINPE,José,Centro,Sábado
874,2026-05-19,09:52,1797,Empanada Pollo,Salado,4,2.4,9.6,Tarjeta,María,Centro,Martes
875,2026-01-03,06:27,1133,Galletas,Repostería,7,3.61,25.27,Tarjeta,Luis,Norte,Lunes
876,2026-05-25,12:55,1270,Queque Vainilla,Pasteles,7,10.09,70.63,SINPE,María,Sur,Jueves
